response_id,tap_id,tap_type_id,tap_class,month,responder_email,responder_name,responder_department,responder_authority,responded_at,minutes_to_respond,outcome,answer,deflected_to,rationale,quality_score,rated_worth_asking,durable,reversed_at
RSP000421,TAP000564,phi_column_classification,tactical,2026-05,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-05-29T21:29:00,399,answered,Not patient data,,see thread,0.77,false,true,
RSP000422,TAP000565,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-21T00:57:00,1440,answered,"Yes, make it canonical",,,0.72,true,true,
RSP000423,TAP000566,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-28T02:12:00,549,answered,Not my call -- needs a finance review meeting,,see thread,1.0,true,true,
RSP000424,TAP000567,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-12T05:34:00,707,answered,"Yes, make it canonical",,,0.98,true,true,
RSP000425,TAP000568,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-14T13:35:00,1403,answered,"Yes, make it canonical",,,0.94,true,true,
RSP000426,TAP000569,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-05-08T08:03:00,599,answered,"Yes, make it canonical",,,0.76,true,true,
RSP000427,TAP000570,revenue_definition_change,strategic,2026-05,rmarsh@northharbor.health,Robert Marsh,Finance,cxo,2026-06-01T09:44:00,488,answered,Not my call -- needs a finance review meeting,,see thread,0.78,,true,
RSP000428,TAP000572,quality_measure_criteria,strategic,2026-05,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,2026-05-11T17:45:00,382,answered,Correct as written,,,0.85,,true,
RSP000429,TAP000573,quality_measure_criteria,strategic,2026-05,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,2026-05-25T17:29:00,67,answered,Need to check the measure specification,,,0.5,,false,
RSP000430,TAP000574,quality_measure_criteria,strategic,2026-05,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,2026-05-16T17:42:00,501,answered,Incorrect -- exclusion is too narrow,,see thread,0.95,,true,
RSP000431,TAP000575,quality_measure_criteria,strategic,2026-05,sramirez@northharbor.health,Sofia Ramirez,Clinical Operations,director,2026-05-13T15:35:00,408,answered,Need to check the measure specification,,,0.42,false,false,2026-06-04T15:35:00
RSP000432,TAP000576,denial_reason_classification,tactical,2026-06,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-06-13T11:56:00,15,answered,Clinical / medical necessity,,,0.74,true,true,
RSP000433,TAP000577,denial_reason_classification,tactical,2026-06,mdiallo@northharbor.health,Mariam Diallo,Revenue Cycle,ic,2026-06-01T10:50:00,23,answered,Coding or documentation,,,0.73,,false,2026-07-22T10:50:00
RSP000434,TAP000578,denial_reason_classification,tactical,2026-06,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-06-17T13:57:00,28,answered,Timely filing,,,0.87,,true,
RSP000435,TAP000580,denial_reason_classification,tactical,2026-06,ysong@northharbor.health,Yuna Song,Revenue Cycle,lead,2026-06-28T15:54:00,36,answered,Eligibility or coverage,,,0.76,true,true,
RSP000436,TAP000582,denial_reason_classification,tactical,2026-06,nabara@northharbor.health,Nkechi Abara,Revenue Cycle,ic,2026-06-28T13:23:00,72,answered,Clinical / medical necessity,,,1.0,true,true,
RSP000437,TAP000583,denial_reason_classification,tactical,2026-06,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-06-20T14:18:00,88,answered,Not sure -- route to a coder,,see thread,0.65,true,false,2026-07-07T14:18:00
RSP000438,TAP000585,denial_reason_classification,tactical,2026-06,thoffman@northharbor.health,Tobias Hoffman,Revenue Cycle,ic,2026-06-20T15:06:00,21,answered,Eligibility or coverage,,,0.9,true,true,
RSP000439,TAP000586,encounter_type_mapping,tactical,2026-06,jmwangi@northharbor.health,James Mwangi,Clinical Operations,ic,2026-06-24T16:09:00,84,answered,Telehealth,,,0.81,,true,
RSP000440,TAP000587,encounter_type_mapping,tactical,2026-06,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,2026-06-12T13:43:00,105,answered,Outpatient,,,0.82,,true,
RSP000441,TAP000588,encounter_type_mapping,tactical,2026-06,hlindqvist@northharbor.health,Hanna Lindqvist,Clinical Operations,lead,2026-06-29T15:31:00,57,answered,Telehealth,,,1.0,,true,
RSP000442,TAP000589,encounter_type_mapping,tactical,2026-06,dschultz@northharbor.health,Dana Schultz,Clinical Operations,ic,2026-06-09T17:07:00,50,answered,Observation,,,0.65,,true,
RSP000443,TAP000590,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-12T16:24:00,153,deflected,,rsantos@northharbor.health,,0.93,true,false,
RSP000444,TAP000592,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-09T17:37:00,119,answered,PHI -- indirect / limited data set,,,0.79,true,true,
RSP000445,TAP000596,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-24T07:47:00,1440,answered,Not patient data,,see thread,0.67,true,true,
RSP000446,TAP000598,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-06T18:49:00,247,answered,Not sure -- escalate to privacy,,see thread,0.45,true,false,
RSP000447,TAP000601,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-27T20:56:00,192,answered,PHI -- direct identifier,,,0.75,,true,
RSP000448,TAP000602,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-27T12:45:00,98,answered,Not sure -- escalate to privacy,,see thread,0.52,,false,
RSP000449,TAP000604,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-05T16:31:00,449,answered,PHI -- indirect / limited data set,,,0.82,true,true,
RSP000450,TAP000605,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-15T12:28:00,155,answered,De-identified,,,0.83,false,true,
RSP000451,TAP000606,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-23T12:41:00,167,answered,Not sure -- escalate to privacy,,see thread,0.31,,false,2026-07-06T12:41:00
RSP000452,TAP000609,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-15T13:52:00,96,answered,PHI -- direct identifier,,,1.0,true,false,
RSP000453,TAP000610,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-17T16:11:00,24,answered,Not patient data,,see thread,0.9,true,true,
RSP000454,TAP000611,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-01T20:43:00,245,answered,Not patient data,,see thread,0.76,true,true,
RSP000455,TAP000613,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-09T15:43:00,103,answered,PHI -- direct identifier,,,0.74,true,true,
RSP000456,TAP000614,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-29T09:29:00,25,answered,PHI -- direct identifier,,,0.71,false,true,
RSP000457,TAP000615,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-29T15:07:00,176,answered,PHI -- indirect / limited data set,,,0.78,false,true,
RSP000458,TAP000616,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-13T18:18:00,193,answered,Not sure -- escalate to privacy,,see thread,0.53,,false,2026-08-04T18:18:00
RSP000459,TAP000617,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-04T10:24:00,21,answered,Not sure -- escalate to privacy,,see thread,0.35,true,false,2026-07-29T10:24:00
RSP000460,TAP000618,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-09T17:50:00,290,answered,Not sure -- escalate to privacy,,see thread,0.56,true,false,2026-07-28T17:50:00
RSP000461,TAP000619,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-24T16:32:00,72,answered,Not sure -- escalate to privacy,,see thread,0.51,,false,2026-08-01T16:32:00
RSP000462,TAP000620,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-25T23:00:00,533,answered,PHI -- indirect / limited data set,,,0.71,,true,
RSP000463,TAP000621,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-27T15:57:00,225,answered,PHI -- indirect / limited data set,,,0.81,false,true,
RSP000464,TAP000622,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-26T19:40:00,419,answered,Not patient data,,see thread,0.85,true,true,
RSP000465,TAP000623,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-29T12:30:00,14,answered,PHI -- indirect / limited data set,,,0.99,,true,
RSP000466,TAP000624,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-30T21:05:00,183,answered,PHI -- direct identifier,,,1.0,true,true,
RSP000467,TAP000625,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T14:41:00,68,answered,De-identified,,,0.69,false,false,
RSP000468,TAP000626,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-22T17:18:00,443,answered,Not sure -- escalate to privacy,,see thread,0.6,true,false,2026-07-09T17:18:00
RSP000469,TAP000627,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-12T14:14:00,70,deflected,,rsantos@northharbor.health,,0.71,,false,
RSP000470,TAP000628,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-07T17:20:00,187,answered,Not sure -- escalate to privacy,,see thread,0.41,,false,
RSP000471,TAP000629,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-20T19:15:00,295,answered,PHI -- indirect / limited data set,,,0.76,true,true,
RSP000472,TAP000630,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-07T12:10:00,66,deflected,,mgrant@northharbor.health,,0.63,false,false,
RSP000473,TAP000631,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-01T12:49:00,95,answered,De-identified,,,0.73,,true,
RSP000474,TAP000633,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-07T09:42:00,24,answered,Not patient data,,see thread,0.74,,true,
RSP000475,TAP000634,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-12T21:52:00,540,answered,PHI -- indirect / limited data set,,,0.88,true,false,2026-07-01T21:52:00
RSP000476,TAP000635,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-14T01:17:00,609,answered,Not patient data,,see thread,0.61,,true,
RSP000477,TAP000636,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-08T16:29:00,194,answered,PHI -- direct identifier,,,0.86,,true,
RSP000478,TAP000638,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-14T16:50:00,221,answered,PHI -- direct identifier,,,0.97,false,false,
RSP000479,TAP000639,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-18T17:57:00,126,answered,PHI -- direct identifier,,,0.79,true,true,
RSP000480,TAP000640,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-20T15:02:00,69,answered,Not patient data,,see thread,0.97,,true,
RSP000481,TAP000641,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-12T19:46:00,246,answered,Not sure -- escalate to privacy,,see thread,0.48,,false,
RSP000482,TAP000642,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-23T19:00:00,149,answered,PHI -- direct identifier,,,0.62,,true,
RSP000483,TAP000644,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-25T22:44:00,200,answered,De-identified,,,0.67,,true,
RSP000484,TAP000645,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-16T18:19:00,201,answered,PHI -- indirect / limited data set,,,0.92,true,true,
RSP000485,TAP000647,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-04T16:24:00,225,answered,PHI -- direct identifier,,,0.72,true,true,
RSP000486,TAP000648,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-30T15:40:00,120,deflected,,vosei@northharbor.health,,0.85,,false,
RSP000487,TAP000649,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-23T12:50:00,77,answered,Not sure -- escalate to privacy,,see thread,0.63,true,false,
RSP000488,TAP000650,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-19T18:26:00,189,answered,Not patient data,,see thread,0.74,false,true,
RSP000489,TAP000651,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-18T14:03:00,118,answered,PHI -- direct identifier,,,0.7,,true,
RSP000490,TAP000652,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-17T00:05:00,679,answered,PHI -- indirect / limited data set,,,0.84,,true,
RSP000491,TAP000653,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-05T10:27:00,60,answered,Not sure -- escalate to privacy,,see thread,0.41,,false,
RSP000492,TAP000654,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-08T13:33:00,55,answered,Not sure -- escalate to privacy,,see thread,0.71,true,false,
RSP000493,TAP000655,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-17T11:16:00,144,answered,PHI -- indirect / limited data set,,,0.9,,true,
RSP000494,TAP000656,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-05T21:19:00,146,answered,De-identified,,,0.68,true,true,
RSP000495,TAP000658,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-19T17:20:00,273,answered,De-identified,,,1.0,true,true,
RSP000496,TAP000659,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-01T18:51:00,22,answered,PHI -- indirect / limited data set,,,0.87,false,true,
RSP000497,TAP000662,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-09T03:58:00,747,answered,De-identified,,,0.84,true,true,
RSP000498,TAP000664,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-02T15:36:00,82,answered,Not patient data,,see thread,0.97,,true,
RSP000499,TAP000665,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-25T19:11:00,188,answered,De-identified,,,0.77,true,true,
RSP000500,TAP000666,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-24T08:47:00,1076,answered,PHI -- indirect / limited data set,,,0.81,,true,
RSP000501,TAP000669,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-25T17:30:00,44,answered,Not patient data,,see thread,0.72,true,false,
RSP000502,TAP000670,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-22T16:39:00,136,answered,Not patient data,,see thread,0.95,false,true,
RSP000503,TAP000671,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-03T19:23:00,50,answered,Not patient data,,see thread,0.74,true,true,
RSP000504,TAP000672,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-24T15:57:00,127,answered,De-identified,,,0.93,,false,2026-08-09T15:57:00
RSP000505,TAP000674,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-18T23:00:00,284,answered,PHI -- indirect / limited data set,,,0.63,true,true,
RSP000506,TAP000675,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-17T13:21:00,154,answered,Not sure -- escalate to privacy,,see thread,0.72,false,false,
RSP000507,TAP000676,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-17T03:12:00,730,answered,Not sure -- escalate to privacy,,see thread,0.48,false,false,
RSP000508,TAP000677,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-06T23:13:00,763,answered,Not sure -- escalate to privacy,,see thread,0.3,,false,
RSP000509,TAP000678,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-22T22:42:00,335,answered,Not patient data,,see thread,0.91,,true,
RSP000510,TAP000679,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-26T12:44:00,26,answered,Not sure -- escalate to privacy,,see thread,0.39,true,false,2026-08-20T12:44:00
RSP000511,TAP000680,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-11T16:45:00,74,answered,Not patient data,,see thread,0.72,,true,
RSP000512,TAP000681,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-14T16:05:00,354,answered,De-identified,,,1.0,true,true,
RSP000513,TAP000682,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-26T20:21:00,620,answered,Not sure -- escalate to privacy,,see thread,0.35,true,false,2026-07-27T20:21:00
RSP000514,TAP000683,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-25T12:03:00,49,answered,Not sure -- escalate to privacy,,see thread,0.58,true,false,2026-08-12T12:03:00
RSP000515,TAP000685,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-12T14:34:00,139,answered,Not patient data,,see thread,0.96,true,true,
RSP000516,TAP000686,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-02T14:25:00,130,answered,PHI -- direct identifier,,,0.8,,true,
RSP000517,TAP000687,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-08T20:57:00,244,answered,PHI -- indirect / limited data set,,,0.48,,true,
RSP000518,TAP000689,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-15T16:23:00,266,answered,PHI -- direct identifier,,,1.0,true,true,
RSP000519,TAP000691,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-06T11:51:00,127,answered,Not patient data,,see thread,0.74,,true,
RSP000520,TAP000692,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T17:34:00,219,answered,Not sure -- escalate to privacy,,see thread,0.48,true,false,2026-08-03T17:34:00
RSP000521,TAP000693,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-29T11:54:00,103,answered,PHI -- indirect / limited data set,,,0.65,true,true,
RSP000522,TAP000695,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-22T18:17:00,194,answered,De-identified,,,1.0,,true,
RSP000523,TAP000696,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-19T14:53:00,135,answered,PHI -- direct identifier,,,0.69,true,false,
RSP000524,TAP000697,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-27T17:02:00,167,answered,Not sure -- escalate to privacy,,see thread,0.35,,false,
RSP000525,TAP000699,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-17T20:28:00,281,deflected,,rsantos@northharbor.health,,0.84,true,false,
RSP000526,TAP000700,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-20T22:41:00,233,answered,PHI -- direct identifier,,,0.94,,true,
RSP000527,TAP000701,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-07T12:54:00,183,answered,Not sure -- escalate to privacy,,see thread,0.41,false,false,
RSP000528,TAP000702,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-22T13:52:00,35,answered,De-identified,,,0.89,true,true,
RSP000529,TAP000703,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-04T14:33:00,65,answered,PHI -- direct identifier,,,0.86,true,true,
RSP000530,TAP000704,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-07T18:57:00,64,answered,De-identified,,,0.89,true,true,
RSP000531,TAP000705,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-11T21:27:00,607,deflected,,mgrant@northharbor.health,,0.97,true,false,
RSP000532,TAP000706,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-19T13:35:00,78,answered,PHI -- direct identifier,,,1.0,true,false,
RSP000533,TAP000707,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-11T14:33:00,140,answered,Not patient data,,see thread,0.59,true,true,
RSP000534,TAP000709,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-12T12:37:00,165,answered,De-identified,,,0.72,false,true,
RSP000535,TAP000711,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-02T14:46:00,118,answered,De-identified,,,0.71,false,true,
RSP000536,TAP000712,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-10T17:52:00,124,answered,De-identified,,,0.68,,true,
RSP000537,TAP000713,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-29T14:33:00,298,answered,PHI -- indirect / limited data set,,,0.88,true,false,2026-08-22T14:33:00
RSP000538,TAP000715,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-06T12:43:00,96,answered,De-identified,,,0.35,,true,
RSP000539,TAP000717,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-11T01:48:00,553,answered,De-identified,,,0.85,true,true,
RSP000540,TAP000718,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-01T18:17:00,102,answered,PHI -- indirect / limited data set,,,0.76,,true,
RSP000541,TAP000720,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-03T22:09:00,226,answered,Not patient data,,see thread,1.0,false,true,
RSP000542,TAP000721,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-29T10:34:00,131,answered,Not patient data,,see thread,0.85,false,true,
RSP000543,TAP000722,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-29T13:05:00,93,answered,PHI -- indirect / limited data set,,,0.85,,true,
RSP000544,TAP000723,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-28T05:26:00,647,answered,PHI -- direct identifier,,,0.99,true,false,
RSP000545,TAP000725,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-06T22:37:00,420,answered,De-identified,,,0.74,,true,
RSP000546,TAP000727,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T17:51:00,83,answered,De-identified,,,0.81,true,true,
RSP000547,TAP000729,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-03T13:22:00,107,answered,Not patient data,,see thread,0.81,,true,
RSP000548,TAP000731,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-07T16:27:00,78,answered,PHI -- indirect / limited data set,,,0.77,true,true,
RSP000549,TAP000732,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-19T17:39:00,75,answered,PHI -- indirect / limited data set,,,0.65,true,true,
RSP000550,TAP000733,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-07T14:01:00,85,answered,De-identified,,,0.81,false,true,
RSP000551,TAP000734,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-14T12:24:00,273,answered,De-identified,,,0.92,false,true,
RSP000552,TAP000735,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-05T17:51:00,160,answered,Not patient data,,see thread,0.95,false,true,
RSP000553,TAP000737,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T01:26:00,539,answered,Not patient data,,see thread,0.85,true,true,
RSP000554,TAP000738,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-26T02:38:00,634,answered,De-identified,,,0.7,false,true,
RSP000555,TAP000739,phi_column_classification,tactical,2026-06,rsantos@northharbor.health,Rita Santos,Compliance,manager,2026-06-19T16:42:00,30,answered,PHI -- direct identifier,,,0.67,true,true,
RSP000556,TAP000740,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-04T03:11:00,558,answered,Not sure -- escalate to privacy,,see thread,0.44,true,false,
RSP000557,TAP000741,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T12:20:00,80,answered,PHI -- indirect / limited data set,,,0.46,,true,
RSP000558,TAP000742,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-11T13:39:00,125,answered,Not patient data,,see thread,0.69,,true,
RSP000559,TAP000743,phi_column_classification,tactical,2026-06,vosei@northharbor.health,Vera Osei,Compliance,manager,2026-06-27T16:27:00,264,answered,PHI -- indirect / limited data set,,,0.9,,true,
RSP000560,TAP000744,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-21T15:27:00,222,answered,Not sure -- escalate to privacy,,see thread,0.45,true,false,2026-07-26T15:27:00
RSP000561,TAP000745,phi_column_classification,tactical,2026-06,bkoval@northharbor.health,Boris Koval,Compliance,ic,2026-06-23T10:58:00,22,answered,PHI -- indirect / limited data set,,,0.7,true,true,
